merchant,n_charges,avg_monthly_usd,usage_intensity,trial_prob,duration_months,user_priority,monthly_charge_jmd,duration_score,cost_efficiency,value_score,risk_label
NFLX,7,17.5801167518741,0.6078796438735548,0.8251132808092536,27.994014227299733,1.0,2742.4982132923597,0.5832086297354111,0.5186651935705313,46.73986902004973,Medium
SPOT,1,24.218369834470064,0.7661763994699113,0.7366667911491237,1.6400558388983024,1.5,3778.06569417733,0.03416782997704797,0.474542509285293,44.65304859841901,Medium
AMZN,8,26.938638563986824,0.7399312514704082,0.8314243287598716,2.743188071319788,1.0,4202.427615981945,0.05714975148582891,0.4120092686084695,34.788881448404965,High
AMZN,8,7.594548204416797,0.661821597989107,0.6976181273965253,6.291943178367643,1.5,1184.7495198890203,0.1310821495493259,1.0,57.667429767458486,Medium
SPOT,5,14.621406562326337,0.8272769548719391,0.7625676644235712,18.203647337235623,0.5,2280.9394237229085,0.3792426528590755,0.8486977138747128,50.74496951481598,Medium
SPOT,7,24.402914960337515,0.6854066230403211,0.8650527291356715,11.356406858346421,1.5,3806.8547338126523,0.23659180954888379,0.42130619896495425,44.03385796702051,Medium
SPOT,4,15.791294064849025,0.5340023057474993,0.784629234955062,8.654850397839134,1.0,2463.4418741164477,0.18030938328831528,0.5072437099403145,34.77279131214813,High
AMZN,7,13.305694101657096,0.23695636258815678,0.9252079303891297,10.755854016934224,1.5,2075.688279858507,0.224080292019463,0.26712965228771435,25.510820529487187,High
AMZN,4,15.283067420581741,0.743888144118619,0.5762973668397018,1.2137621185894578,0.5,2384.1585176107515,0.025286710803947038,0.7301101182575658,39.22377121416753,High
NFLX,7,20.07111866965877,0.47343786783827446,0.749387117066602,7.793322421394057,0.5,3131.0945124667683,0.16236088377904287,0.35382023964162285,22.533524031332515,High
NFLX,5,29.995128603345037,0.2947916840075093,0.9031502630500223,48.0,0.5,4679.240062121826,1.0,0.1474197800111954,30.64865774142149,High
AMZN,12,17.324810727613297,0.8019462757417753,0.8132021316300528,1.1112552577013681,0.5,2702.670473507674,0.023151151202111836,0.694333365325244,36.46413587765303,High
SPOT,5,10.212361873856514,0.6967136003530283,0.6409797751711973,8.788811804895111,1.5,1593.1284523216161,0.18310024593531482,1.0,60.864217531405764,Medium
SPOT,5,9.071164381977368,0.9373395631247,0.491038072936916,4.205746068184617,0.5,1415.1016435884694,0.08761970975384618,1.0,54.611775210200086,Medium
NFLX,5,6.058743686910358,0.16544164001887773,0.8271549520844974,9.316083866128558,1.5,945.1640151580158,0.19408508054434495,0.4095939238434205,27.64790002899301,High
AMZN,4,18.970430872958037,0.6491892846364932,0.4696031864322767,10.234686927108639,1.5,2959.387216181454,0.21322264431476332,0.5133167156170653,50.59511474090637,Medium
NFLX,5,18.614302287220855,0.24423946808817598,0.9692885131382633,10.338020253353111,1.5,2903.8311568064532,0.21537542194485648,0.196815973265771,23.09264122583702,High
NFLX,7,10.130848169507729,0.9035829853016417,0.5464852406987742,22.943456553221196,0.5,1580.4123144432058,0.4779886781921083,1.0,62.526594570037,Medium
ADBE,4,22.383235161314175,0.09949941425661568,0.4661196187076989,5.926587998572961,0.5,3491.7846851650115,0.12347058330360335,0.06667897661320944,7.4135938116699736,High
ADBE,3,23.52767604074202,0.6561618064448772,0.8820419379351058,8.716828573981658,1.5,3670.317462355755,0.18160059529128456,0.4183340113842687,41.45259029120856,Medium
ADBE,4,11.47745513455278,0.7910857215280299,0.8877262133339233,1.0,1.5,1790.4830009902337,0.020833333333333332,1.0,55.93751177916537,Medium
SPOT,4,13.602494100743414,0.3549178403647072,0.683304303531715,18.702120507717073,1.5,2121.9890797159724,0.389627510577439,0.3913817250014208,39.92320154743699,High
AMZN,9,29.761791808681416,0.9541380793838092,0.8835009838183243,3.6049565396919414,1.0,4642.8395221543005,0.07510326124358212,0.48088741708697647,42.60472791583671,Medium
AMZN,6,14.356611696268354,0.8507306845860373,0.6351763444959037,20.350086179825944,1.0,2239.631424617863,0.42396012874637384,0.8888559876636808,62.14801161372725,Medium
AMZN,5,24.020041793902546,0.2946182996849034,0.8989616184532184,3.7050490963431386,0.5,3747.126519848797,0.07718852284048205,0.18398279791483865,8.55007439929851,High
AMZN,10,16.3181356657485,0.007541092715998676,0.5064647763298662,1.0,1.0,2545.629163856766,0.020833333333333332,0.006931943272012966,6.656726384998958,High
ADBE,2,24.8336206965244,0.29665717611806086,0.5533573286569416,2.0186285772883537,1.5,3874.044828657806,0.0420547620268407,0.17918682483515966,26.130395025237714,High
SPOT,9,24.2255809695662,0.28131047047074254,0.809115612641793,48.0,1.5,3779.190631252327,1.0,0.17418187255703607,45.65712673842128,Medium
SPOT,11,21.69390062996339,0.889964607500909,0.7541512090681813,4.624442857781124,0.5,3384.248498274289,0.09634255953710674,0.6153558707683711,39.84579751330817,High
ADBE,7,26.36945865738948,0.9671211782547475,0.7085797622290042,1.3825587624124518,0.5,4113.635550552759,0.02880330755025941,0.5501371060477188,39.52511592082348,High
SPOT,8,28.480462371942128,0.07043998597026035,0.24527577744310403,1.5170869780258562,1.0,4442.952130022972,0.031605978708872,0.03709910940894089,13.485023453739908,High
ADBE,6,19.499583011302096,0.4712948285333167,0.6575711791960498,4.4587259018418415,1.5,3041.934949763127,0.09289012295503836,0.3625422361033189,35.66108614451768,High
AMZN,5,10.936722680568643,0.5483319985297957,0.6177571355701333,1.0,0.5,1706.1287381687082,0.020833333333333332,0.7520516171229541,33.17239335041572,High
ADBE,6,14.965724041101875,0.0929116613297033,0.6936859111414817,8.596709360540176,0.5,2334.6529504118926,0.17909811167792034,0.09312445666631027,5.854292048041304,High
AMZN,3,23.95764283783233,0.37749770913752256,0.5257810567744454,2.885627001691398,1.0,3737.3922827018437,0.06011722920190413,0.23635320366831106,24.183309577597704,High
AMZN,8,21.27208712809674,0.3170824173929506,0.34047192508145546,8.79040849944624,0.5,3318.445591983091,0.18313351040513,0.22359048419899033,21.240160177336364,High
NFLX,4,9.444958464131219,0.5360563543270873,0.7064016140467941,1.8205429342982336,1.0,1473.41352040447,0.03792797779787987,0.8513372870238383,41.050631372987,Medium
ADBE,5,6.280988528660618,0.661190899731938,0.6483343074399543,6.742421689312331,1.5,979.8342104710564,0.14046711852734023,1.0,58.62239034354233,Medium
NFLX,3,22.07403983855162,0.7034851104965666,0.6695899281559065,10.93315670220001,1.0,3443.5502148140527,0.22777409796250023,0.47804012018766395,42.03939317964584,Medium
ADBE,8,11.276975600733634,0.13675502361338754,0.5616205496748949,1.0,0.5,1759.208193714447,0.020833333333333332,0.18190385674571846,7.413438881921164,High
ADBE,6,17.491756093226336,0.8129477019446214,0.7447874858922472,6.104919704496453,1.0,2728.7139505433083,0.12718582717700944,0.6971407252752351,47.158115914594376,Medium
NFLX,11,23.668669312814856,0.678542029790759,0.6269776600942651,4.323443013916192,1.0,3692.3124127991177,0.09007172945658733,0.4300254616067778,37.287359102226254,High
NFLX,7,19.06666951640833,0.8890749167467196,0.7470358961342846,3.2989248067124057,1.5,2974.4004445596993,0.06872760013984179,0.6994469453474315,54.671072697569144,Medium
ADBE,10,7.08256457779491,0.4493360594354341,0.6010452169182238,11.132304549091202,1.0,1104.880074136006,0.23192301143940006,0.9516384661938316,47.38677380345379,Medium
SPOT,9,9.639505919588885,0.8938897627221916,0.9097400455143091,10.656579541106126,0.5,1503.762923455866,0.2220120737730443,1.0,50.38756070994389,Medium
AMZN,6,10.483204600772979,0.8657741223560754,0.7641865725265081,11.953745203687955,0.5,1635.3799177205847,0.24903635841016572,1.0,52.40300070970545,Medium
NFLX,5,11.446606341121122,0.4384093323592696,0.4999749239415045,2.076289401230836,1.5,1785.670589214895,0.04325602919230909,0.5745056472995604,41.09669802395226,Medium
AMZN,5,19.135084798762605,0.3811433152929786,0.8814397458287173,4.037582153440484,1.5,2985.0732286069665,0.08411629486334342,0.2987783848109409,27.785070263215705,High
SPOT,10,17.59914449563484,0.9328120149702568,0.6876358866423472,2.8237896723810776,1.5,2745.466541319035,0.05882895150793912,0.795048885928766,59.016768085390126,Medium
SPOT,1,10.079000959105223,0.7151647345384377,0.7298865300436617,9.33149019236036,0.5,1572.3241496204148,0.19440604567417416,1.0,47.03346189401923,Medium
SPOT,7,6.688871086392177,0.9282453464380757,0.6832010240357794,7.417939054490848,1.0,1043.4638894771795,0.15454039696855934,1.0,59.796188290152884,Medium
NFLX,6,9.285805111867951,0.796974778895813,0.7174876096042292,4.810992924555812,0.5,1448.5855974514004,0.10022901926157941,1.0,47.319321371017104,Medium
SPOT,5,29.609532815465084,0.6092974392914143,0.8046893862669232,18.50218160009423,0.5,4619.087119212553,0.3854621166686298,0.3086661868774122,30.228456640056294,High
NFLX,6,16.713673744786806,0.1158527770037645,0.5164512967514832,1.1842439241283667,1.5,2607.333104186742,0.024671748419340972,0.10397424776814886,18.944963763527937,High
SPOT,9,26.68363761755281,0.2914806725790985,0.6658010228353434,44.21706623351259,1.5,4162.6474683382385,0.9211888798648457,0.16385360014821915,45.883466835169415,Medium
AMZN,7,26.21881166672108,0.9688424070983915,0.44354879358111027,1.4869665416075302,1.0,4090.1346200084886,0.030978469616823545,0.5542827909672887,50.37690515717124,Medium
AMZN,7,17.787988936571843,0.31942209871420446,0.9018036287197736,17.79740711769046,1.0,2774.9262741052075,0.3707793149518846,0.2693576827486192,25.39236680647545,High
ADBE,5,22.66719271151359,0.09325486978537079,0.5548134784576445,5.5107620944375535,1.0,3536.08206299612,0.1148075436341157,0.061711349287203204,12.221749573062764,High
AMZN,4,9.818800260317808,0.7075533559193198,0.8567898119320846,24.05309793043616,1.0,1531.732840609578,0.5011062068840867,1.0,59.23574200403382,Medium
ADBE,7,22.209917623172707,0.7340042545436842,0.7043291055041203,1.0,0.5,3464.7471492149425,0.020833333333333332,0.49572735950483304,31.035875041369543,High
AMZN,7,11.809614481582237,0.2854577202871508,0.8139709926786406,5.634701575847253,1.0,1842.299859126829,0.11738961616348444,0.3625745625299686,21.686604519104574,High
NFLX,3,25.80155241885377,0.29767197934630374,0.606154341226296,4.903622848953718,0.5,4025.042177341188,0.10215880935320247,0.17305469134996013,13.384848446240404,High
AMZN,3,7.093103327722748,0.4688929855087839,0.8198892114774011,48.0,0.5,1106.5241191247487,1.0,0.991582168998212,58.22467228472446,Medium
ADBE,6,24.328466822131936,0.02178894976225554,0.6685537262831482,48.0,1.0,3795.240824252582,1.0,0.013434231134388935,29.2945517103135,High
ADBE,9,7.4984226642154885,0.7893230103611636,0.8636800063427981,2.5257484111381108,1.0,1169.7539356176162,0.05261975856537731,1.0,50.3733175131607,Medium
SPOT,6,27.029730922357725,0.3170887872741256,0.5980163881168917,11.929307209841646,0.5,4216.6380238878055,0.24852723353836761,0.17596667250496634,17.82143211422041,High
NFLX,8,12.605112953375093,0.8537631020019776,0.6765637350058052,9.20202635767948,1.5,1966.3976207265146,0.19170888245165585,1.0,65.25715909626365,Medium
AMZN,8,21.35983412076437,0.8026304216000337,0.7898839545584008,2.0121299503731347,1.0,3332.1341228392416,0.041919373966106975,0.5636493362229196,40.703204417684006,Medium
SPOT,5,17.187556965506996,0.6614020331187831,0.7341942658468078,2.203897162694303,1.5,2681.2588866190913,0.04591452422279798,0.5772216794214474,44.407552096967514,Medium
AMZN,5,14.157578631558474,0.3248748670992887,0.6764756356263524,48.0,0.5,2208.582266523122,1.0,0.3442059644031724,39.870927255329356,High
AMZN,9,21.136045829587413,0.51631656166117,0.42388575915140875,7.233755822671215,1.5,3297.2231494156363,0.15070324630565032,0.3664237146039881,42.05938448530493,Medium
SPOT,8,28.68807451378095,0.444829257597959,0.8007231874973253,1.6133708937212554,0.5,4475.3396241498285,0.03361189361919282,0.2325858035806527,14.655639012141696,High
SPOT,7,6.031743684365546,0.3388818862486742,0.32454132801828517,2.901649564660052,1.5,940.9520147610252,0.06045103259708442,0.8427460714065135,47.8782642672759,Medium
SPOT,7,27.971321397077606,0.8481362893031782,0.6518486792339494,3.749404557759366,1.5,4363.526137944106,0.07811259495332012,0.4548245740323462,48.989787715227756,Medium
SPOT,2,20.22704137552534,0.4835070745776653,0.7801581439410885,8.582683297821509,1.5,3155.418454581953,0.1788059020379481,0.3585599091837826,36.236985358756904,High
SPOT,7,25.182857519226307,0.8327230977971465,0.9106911740494245,4.90551399729404,0.5,3928.5257729993036,0.10219820827695918,0.49600592218023054,32.94309525126944,High
AMZN,5,14.59687383585694,0.10521847414182428,0.7156472491178638,7.2838933204658485,0.5,2277.1123183936825,0.15174777750970517,0.10812432373364472,5.585314685237185,High
SPOT,3,16.796074370940342,0.14102478860033574,0.9543075549281048,2.1854524586493937,0.5,2620.1876018666935,0.045530259555195705,0.12594441905216483,0.8696639659391797,High
NFLX,5,26.7212687950291,0.9773203051129767,0.8331104756138773,4.747282754780869,1.0,4168.51793202454,0.09890172405793478,0.5486193297610846,46.34431169798997,Medium
ADBE,4,15.371199245245577,0.5877684626060896,0.655324787823899,1.0,0.5,2397.90708225831,0.020833333333333332,0.573574436088216,29.3300429630296,High
SPOT,8,18.366489168727124,0.509769673499049,0.7490870759864445,26.455733979289075,1.0,2865.1723103214313,0.5511611245685224,0.4163313430367309,41.57742908863946,Medium
SPOT,8,5.504873077108322,0.5231560631441117,0.880071559728611,2.6590243485850467,0.5,858.7602000288982,0.05539634059552181,1.0,35.54518367994889,High
AMZN,3,8.964950145951057,0.21526877403285982,0.6613057181713049,16.971395457010463,1.0,1398.532222768365,0.353570738687718,0.3601840007946125,27.715679268807815,High
SPOT,4,21.042162699369992,0.718703949501973,0.8056439229479081,5.1611231654056935,1.5,3282.577381101719,0.10752339927928528,0.5123313319334979,44.97282792116014,Medium
SPOT,7,22.924422526596928,0.08478062372975437,0.477087505896994,7.718516530476709,1.5,3576.209914149121,0.16080242771826478,0.055473997413495485,20.794016751731732,High
SPOT,4,19.565023419612487,0.5733237131030232,0.5852748072405953,4.131216000250617,0.5,3052.1436534595477,0.08606700000522118,0.43955253781728826,28.227744396711174,High
AMZN,11,8.582750906890267,0.5707687965859014,0.7896967502887056,14.306162181480612,1.0,1338.9091414748816,0.29804504544751276,0.9975277206187225,51.000265128235675,Medium
SPOT,5,16.135135714445873,0.914188424133511,0.557994617185037,22.336897297964995,1.5,2517.081171453556,0.4653520270409374,0.8498736301130395,71.9363748950792,Low
ADBE,6,13.877369159079745,0.5261828101048603,0.3223518521050061,4.047009579085281,1.5,2164.8695888164402,0.08431269956427669,0.5687491671581575,47.27675318963158,Medium
AMZN,4,17.39153360087721,0.13706269597417953,0.7372926231260074,3.3283087609552036,1.0,2713.079241736845,0.06933976585323341,0.11821501696141354,11.074694436034783,High
ADBE,3,26.758225863852356,0.5727532592481626,0.8127499338348504,13.727343263894841,0.5,4174.283234760967,0.2859863179978092,0.32107131961721014,26.834456376964276,High
AMZN,7,24.396535966466296,0.09132764436533236,0.7745722986589246,2.60523788391813,1.5,3805.859610768742,0.054275789248294376,0.056152015489533864,13.881939969521806,High
SPOT,4,7.099737534728973,0.20379383529992168,0.8576468691695879,12.254475012350436,0.5,1107.5590554177197,0.25530156275730076,0.43056627298483935,17.062474581674003,High
ADBE,1,27.257729944364108,0.031108584187416133,0.8025798143493756,1.1902629449132993,0.5,4252.205871320801,0.024797144685693735,0.01711913515042083,0.0,High
AMZN,6,16.79417877874559,0.5132935824594983,0.5609299760516325,11.615340464205783,1.0,2619.891889484312,0.2419862596709538,0.4584566973073254,37.82926509080078,High
NFLX,7,23.596553622149962,0.08453261529357237,0.9098230334761975,8.643920251583435,1.0,3681.062365055394,0.1800816719079882,0.05373620443509727,8.067413198574677,High
SPOT,9,8.500980781608803,0.46939437853132904,0.9068571132678728,1.4511830185286914,1.5,1326.1530019309732,0.03023297955268107,0.8282474527177379,41.94098546368225,Medium
AMZN,6,21.767988142676202,0.9329450353241441,0.5959403457832929,12.567172261648963,1.0,3395.8061502574874,0.2618160887843534,0.6428786821335382,54.99994847925554,Medium
NFLX,10,10.908150440236447,0.719761413019332,0.9375306197807413,7.099161562877924,1.5,1701.6714686768858,0.14789919922662342,0.9897572695244158,55.971294812644814,Medium
AMZN,8,15.959522428523288,0.07741167422529305,0.527404857614277,2.9372343563628585,1.5,2489.685498849633,0.06119238242422622,0.07275751004329005,17.76002467423254,High
NFLX,5,5.4215717520526105,0.22420981220884317,0.7073226441560632,5.2320349196802844,1.5,845.7651933202072,0.10900072749333926,0.6203269710226298,34.34964716682357,High
SPOT,11,8.7902659482619,0.6736624198934342,0.5691256416365301,8.129698163497821,0.5,1371.2814879288564,0.16936871173953794,1.0,47.573872432410184,Medium
ADBE,2,7.302012328090495,0.8947018610241837,0.5838356002999757,1.1522409805906866,0.5,1139.113923182117,0.024005020428972637,1.0,50.35031400361686,Medium
NFLX,7,10.993604323456461,0.03291858676395376,0.81209032978392,37.92996720536592,1.0,1715.002274459208,0.79020765011179,0.04491509671725743,23.01760466021933,High
AMZN,5,7.500452250608056,0.812451131720594,0.3117903372153947,13.14365081943142,1.0,1170.0705510948567,0.2738260587381546,1.0,64.8756636951741,Medium
SPOT,5,22.297750665489048,0.5618138803383087,0.6090883809098075,1.2981736289330672,1.5,3478.4491038162914,0.027045283936105568,0.37793983489633753,37.84271866731322,High
NFLX,6,5.725997555230484,0.5460913252963926,0.9158789063083105,20.769926757144983,1.5,893.2556186159555,0.4327068074405205,1.0,58.46222635028012,Medium
AMZN,6,20.44351251562495,0.9578131827533579,0.5789702540918538,4.673121700831815,0.5,3189.187952437492,0.09735670210066281,0.7027754027259033,46.71981095855375,Medium
AMZN,7,8.517695770639357,0.7476446125967731,0.8066203553102176,10.899856958409561,0.5,1328.7605402197396,0.22708035330019918,1.0,47.67370854742157,Medium
AMZN,9,28.62903642944742,0.8501188680561119,0.7688668214900142,3.894523730708457,1.5,4466.129682993797,0.08113591105642619,0.4454143279417318,47.1343196942871,Medium
NFLX,6,28.327351827746355,0.3539955695446667,0.8418200345008154,15.8643380458882,1.5,4419.066885128432,0.33050704262267083,0.18744899189513983,30.94146743177304,High
NFLX,3,10.637577563024065,0.5543640408284098,0.6611219036295439,15.405242088505252,1.0,1659.4620998317541,0.3209425435105261,0.7817062261741308,47.61364524585888,Medium
NFLX,9,20.360532455575736,0.6154056774277707,0.864772011186869,9.63670863863408,1.5,3176.243063069815,0.20076476330487666,0.4533813239686974,41.84424233686944,Medium
ADBE,7,5.700132986811461,0.32158394036246507,0.8075251432850745,3.3078656730864635,1.5,889.2207459425879,0.06891386818930133,0.8462537833060786,40.41383234898233,Medium
NFLX,1,28.294713576279353,0.5702481249473995,0.8537148065654903,3.5115926005176834,1.5,4413.975317899579,0.07315817917745174,0.3023081273168263,33.68837931229658,High
NFLX,9,18.074682704792743,0.23665537947971382,0.7260001789532212,5.791966897830115,0.5,2819.6505019476676,0.12066597703812738,0.19639795343430413,10.802923628570554,High
NFLX,4,6.080578785444475,0.14337567106823956,0.6917945098852265,1.8800164922338198,0.5,948.5702905293381,0.039167010254871244,0.35368920326659126,10.41242448847202,High
ADBE,7,13.562499825203435,0.37397025927733263,0.7927326713813522,4.94363745031746,1.0,2115.749972731736,0.10299244688161374,0.4136076653608987,25.576453846995843,High
NFLX,4,6.921236546530855,0.739289628746437,0.8938712663354067,13.837630215991267,1.0,1079.7129012588134,0.2882839628331514,1.0,54.31105227152413,Medium
AMZN,5,14.823610984333996,0.9161871480738876,0.8385828406761386,21.323297763228016,1.0,2312.4833135561034,0.44423537006725033,0.9270890362430648,62.52331532316576,Medium
NFLX,5,21.748158554033076,0.4577140514982325,0.8314192913333668,4.852070135346394,1.5,3392.71273442916,0.1010847944863832,0.31569159087265714,31.679541808922483,High
AMZN,4,16.747247701035988,0.6428236882754317,0.657154699034022,3.192460096323539,1.5,2612.570641361614,0.06650958534007373,0.5757576108183435,45.48407006671305,Medium
AMZN,5,14.593054367986362,0.10303713097510048,0.9012435274873832,21.451482049757054,0.5,2276.5164814058726,0.4469058760366053,0.1059104506604927,10.059535851036383,High
AMZN,6,7.9789261385116195,0.9044637585523287,0.8786148752416142,26.564348778710652,1.5,1244.7124776078126,0.5534239328898053,1.0,72.7902879501908,Low
ADBE,7,11.123476142341408,0.5686042135699344,0.4713667650207711,6.332030675252757,1.5,1735.2622782052597,0.13191730573443244,0.7667623946333841,52.45461744098188,Medium
ADBE,5,7.503582193458778,0.780338247625157,0.7470592838112814,1.0,0.5,1170.5588221795692,0.020833333333333332,1.0,44.391758171585494,Medium
ADBE,5,25.18746829141652,0.7944412009213938,0.3513546675569476,14.247812125885465,1.0,3929.245053460977,0.2968294192892805,0.47311694355092837,51.14490841862616,Medium
NFLX,5,8.380995699618063,0.2564805263681059,0.34147213799986353,18.391569052266654,1.5,1307.435329140418,0.3831576885888886,0.45903947853080423,43.62726289903755,Medium
AMZN,6,19.884334163722336,0.5291744531818495,0.8606246059187215,1.0,0.5,3101.9561295406843,0.020833333333333332,0.39918946907507746,20.133101233551596,High
ADBE,5,13.568510339721147,0.9604797515609774,0.5966024532566503,10.847332750412166,0.5,2116.687612996499,0.22598609896692012,1.0,57.18167488881923,Medium
ADBE,8,10.649459616379588,0.08963454482082778,0.5898390586766874,10.65152849647069,1.0,1661.3157001552156,0.2219068436764727,0.12625224384573064,15.87876098586294,High
NFLX,4,20.986710987302594,0.6830498980295634,0.8766185498500696,5.711447416175383,0.5,3273.9269140192046,0.11898848783698714,0.4882017233020623,29.188640638278763,High
ADBE,7,16.42505773442352,0.962264078035172,0.3979483418398647,16.624369168233414,1.0,2562.309006570069,0.34634102433819614,0.8787768910106774,66.85997843051236,Medium
NFLX,9,15.003636682113978,0.30057710805402216,0.7788285371212564,6.70715208353586,1.0,2340.5673224097804,0.13973233507366375,0.300504252158089,21.674133198928974,High
SPOT,10,19.821300122305537,0.8614479214043481,0.9634874390888329,13.55291458220524,1.0,3092.1228190796637,0.28235238712927585,0.651910759704607,48.08103805997835,Medium
ADBE,5,17.28169071225002,0.9336575454082716,0.7409264483508184,8.735778258790942,1.0,2695.9437511110027,0.18199538039147797,0.8103873292441702,55.03873071121041,Medium
SPOT,10,12.58710521378902,0.7470862093948251,0.666580217281159,3.4276436564133053,1.0,1963.588413351087,0.07140924284194386,0.8902994731978581,49.78993425695575,Medium
NFLX,3,18.97653219413129,0.23132831230695827,0.908343553444463,11.192116851495989,0.5,2960.3390222844814,0.2331691010728331,0.1828534660130099,10.381926911354542,High
AMZN,6,21.737464413767363,0.3340007188265939,0.9378773440528803,16.023040547695143,1.5,3391.0444485477087,0.3338133447436488,0.23047815913735695,30.059149001029763,High
ADBE,10,5.667328964671357,0.03580929441773073,0.2504563465135406,43.752448336172534,1.0,884.1033184887317,0.9115093403369278,0.09477823144100991,35.80795626261059,High
NFLX,5,16.646793222691883,0.8314532342453552,0.7037157705499372,5.73853844439283,1.0,2596.8997427399336,0.11955288425818396,0.7492012633808379,49.44004749342047,Medium
AMZN,6,6.442082114588594,0.8496111865110799,0.9051146373381891,1.0,1.5,1004.9648098758206,0.020833333333333332,1.0,57.4324493685929,Medium
AMZN,8,9.660135351702777,0.6327103099661927,0.46911784380476235,48.0,1.5,1506.9811148656333,1.0,0.9824556596735455,81.50593313375299,Low
SPOT,7,19.012718351949328,0.35252785126385133,0.5573792018198491,11.731824769129819,1.0,2965.984062904095,0.2444130160235379,0.2781252880872562,28.61193844672099,High
NFLX,2,26.65472288163952,0.07681102763992054,0.768416715493021,35.1257764545797,1.5,4158.136769535765,0.7317870094704104,0.04322556342885298,30.153394419283885,High
AMZN,11,27.070141979712123,0.7530576099149094,0.38558131605283424,1.3154628031644389,1.0,4222.942148835091,0.02740547506592581,0.4172813041464427,41.25851137029731,Medium
ADBE,7,6.748600253465781,0.7265261936099229,0.9250251975195659,5.023221328246318,0.5,1052.781639540662,0.10465044433846495,1.0,42.20333562063249,Medium
ADBE,5,15.477627157167666,0.912602521738901,0.6269671536331792,1.7255673252138939,1.5,2414.5098365181557,0.03594931927528946,0.8844403400520048,60.983309830851695,Medium
SPOT,6,19.57516207511378,0.7305320210053622,0.4307253339628366,21.658877287970505,1.5,3053.72528371775,0.4512266101660522,0.5597900172183754,60.730496305329005,Medium
AMZN,6,8.676747613758586,0.8286949422440019,0.73253963628894,25.477485617269245,0.5,1353.5726277463393,0.5307809503597759,1.0,58.808944148647015,Medium
